id:ID	name	description
CHEBI:31221	Anetholtrithion	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Anethole trithione (ATT) appears to have a broad range of unique functions, from increasing salivary secretion to help treat xerostomia [A27165, A32618, A32620, A32621], to demonstrating an ability to inhibit carcinogenesis by increasing the activity of electrophile detoxification enzymes [A32619], and even being used as an adjunctive therapy for cholecystitis, gallstone, indigestion, and acute/chronic hepatitis [L2388] and is marketed in certain countries like France, Germany, and China [A32614].    Unfortunately, many of the specific mechanisms of action to these activities have yet to be formally elucidated, which means that while studies are ongoing, ATT itself is not necessarily formally indicated for many of these aforementioned functions at this time and is only used in limited regions around the world.
CHEBI:41500	4-phenylbutyric acid	Benzenebutanoic acid (also known as 4-phenylbutyrate, or 4-PBA) is the oral form of butyrate, which is known to be a transcriptional regulator. Sodium-4-PBA has been shown to induce fetal hemoglobin, and it has been used in clinical trials for sickle cell anemia and &#946;-thalassemia. Because gene expression profiles became more differentiated, it is in phase I trials in several different malignant disorders. The potential for therapeutic benefit in cystic fibrosis (CF) resides in an additional mechanism, involving protein folding and the ER (endoplasmic reticulum) environment (PMID 12458151). 4-PBA is a drug that was developed to treat elevated blood ammonia in urea cycle disorders, a histone deacetylase inhibitor that promotes mutation &#916;F508 cystic fibrosis transmembrane conductance regulator (CFTR) trafficking (PMID 16798551).
CHEBI:50378	nitisinone	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Nitisinone is a synthetic reversible inhibitor of 4-hydroxyphenylpyruvate dioxygenase. It is used in the treatment of hereditary tyrosinemia type 1. It is sold under the brand name Orfadin.
CHEBI:62984	zinc acetate	A salt produced by the reaction of zinc oxide with acetic acid and used as an astringent, styptic, and emetic.; A zinc salt of acetic acid essential for the synthesis of cholesterol, protein, and fats. Zinc plays an important role in the proper functioning of the immune system. Zinc is required for the enzyme activities necessary for cell division, cell growth, and wound healing as well as the release of vitamin A from the liver. It plays a role in the acuity of the senses of smell and taste and is required to maintain prostate reproductive health and insulin function. Zinc is also involved in the metabolism of carbohydrates. Zinc acetate is administered orally or parenterally as a nutritional supplement.; UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121
CHEBI:50381	miglustat	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Miglustat, commonly marketed under the trade name Zavesca, is a drug used to treat Gaucher disease. It inhibits the enzyme glucosylceramide synthase, an essential enzyme for the synthesis of most glycosphingolipids. It is only used for patients who cannot be treated with enzyme replacement therapy with imiglucerase. Miglustat is now the first and only approved therapy for patients with Niemann-Pick disease type C (NP-C). It has recently been approved for treatment of progressive neurological symptoms in adult and pediatric patients in the European Union, Brazil, and South Korea. Miglustat was first developed as an anti-HIV agent in the 1990s. However, clinical experience with miglustat showed that therapeutic levels of the drug could not be achieved in patients without a high incidence of adverse effect.
ATC:A16AX07	sapropterin	UMLS Semantic Type: STY:T116; UMLS Semantic Type: STY:T123
CHEBI:72305	teduglutide	UMLS Semantic Type: STY:T116; UMLS Semantic Type: STY:T121; Teduglutide is a glucagon-like peptide-2 (GLP-2) analogue. It is made up of 33 amino acids and is manufactured using a strain of Escherichia coli modified by recombinant DNA technology. Teduglutide differs from GLP-2 by one amino acid (alanine is substituted by glycine). The significance of this substitution is that teduglutide is longer acting than endogenous GLP-2 as it is more resistant to proteolysis from dipeptidyl peptidase-4. FDA approved on December 21, 2012.
CHEBI:134745	glycerol phenylbutyrate	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Glycerol phenylbutyrate is a nitrogen-binding agent. Chemically, it is a triglyceride in which three molecules of phenylbutyrate are linked to a glycerol backbone. FDA approved on February 1, 2013.
CHEBI:82752	eliglustat	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Eliglustat is a glucosylceramide synthase inhibitor used for the long-term treatment of type 1 Gaucher disease.[A3752,L41404] Gaucher disease is a rare genetic disorder characterized by the deficiency of acid β-glucosidase, an enzyme that converts glucosylceramide into glucose and ceramide. In patients with Gaucher disease, the accumulation of glucosylceramide leads to the formation of Gaucher cells that infiltrate the liver, spleen, bone marrow and other organs. This leads to complications such as anemia and thrombocytopenia.[L41404,A246384] By inhibiting glucosylceramide synthase, eliglustat reduces the accumulation of glucosylceramide.[L41404]    Eliglustat is mainly metabolized by CYP2D6.[L41404] Patients selected for eliglustat treatment undergo an FDA-cleared genotyping test to establish if they are CYP2D6 extensive metabolizers (EMs), intermediate metabolizers (IMs), or poor metabolizers (PMs). The results of this test dictate eliglustat dosing recommendations for each type of patient. There are no dosing recommendations for CYP2D6 ultra-rapid or indeterminate metabolizers.[L41404,A7634] Eliglustat was approved by the FDA in August 2014 as an oral substrate reduction therapy for the first-line treatment of type 1 Gaucher disease.[L41404,A7634] Enzyme replacement continues to be the standard of care for the treatment of type 1 Gaucher disease ([imiglucerase], [velaglucerase alfa], [taliglucerase alfa]); however, oral substrate reduction therapies with favourable safety profiles, such as eliglustat, represent a treatment alternative.[A246389,A7634]
CHEBI:30746	benzoic acid	Benzoic acid, C6H5COOH, is a colourless crystalline solid and the simplest aromatic carboxylic acid. Benzoic acid occurs naturally free and bound as benzoic acid esters in many plant and animal species. Appreciable amounts have been found in most berries (around 0.05%). Cranberries contain as much as 300-1300 mg free benzoic acid per kg fruit. Benzoic acid is a fungistatic compound that is widely used as a food preservative. It often is conjugated to glycine in the liver and excreted as hippuric acid. Benzoic acid is a byproduct of phenylalanine metabolism in bacteria. It is also produced when gut bacteria process polyphenols (from ingested fruits or beverages). It can be found in Serratia (PMID:23061754).
CHEBI:9706	Trientine hydrochloride	"The hydrochloride salt form of a metal chelating agent with potential anti-angiogenic activity. Trientine chelates excess copper (Cu) ions in the body; the excess copper is subsequently removed from the body through the kidneys. As Cu is an essential cofactor for cuproenzymes, such as superoxide dismutase 1 (SOD1), depletion of copper may inhibit the activation of signal transduction pathways required for cellular proliferation and angiogenesis. In addition, trientine may inhibit copper-induced secretion of interleukin-8 (IL-8).; The hydrochloride salt form of a metal chelating agent with potential anti-angiogenic activity. Trientine chelates excess copper (Cu) ions in the body; the excess copper is subsequently removed from the body through the kidneys. As Cu is an essential cofactor for cuproenzymes, such as superoxide dismutase 1 (SOD1), depletion of copper may inhibit the activation of signal transduction pathways required for cellular proliferation and angiogenesis. In addition, trientine may inhibit copper-induced secretion of interleukin-8 (IL-8). Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C61987"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C61987"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
CHEBI:90914	uridine triacetate	UMLS Semantic Type: STY:T114; UMLS Semantic Type: STY:T121; Uridine triacetate, formerly known as vistonuridine, is an orally active prodrug of the naturally occurring nucleoside uridine. It is used for the treatment of hereditary orotic aciduria (Xuriden), or for the emergency treatment of fluorouracil or capecitabine overdose or toxicity (Vistogard).  It is provided in the prodrug form as uridine triacetate as this form delivers 4- to 6-fold more uridine into the systemic circulation compared to equimolar doses of uridine itself.     When used for the treatment or prevention of toxicity associated with fluorouracil and other antimetabolites, uridine triacetate is utilized for its ability to compete with 5-fluorouracil (5-FU) metabolites for incorporation into the genetic material of non-cancerous cells. It reduces toxicity and cell-death associated with two cytotoxic intermediates: 5-fluoro-2'-deoxyuridine-5'-monophosphate (FdUMP) and 5-fluorouridine triphosphate (FUTP). Normally, FdUMP inhibits thymidylate synthase required for thymidine synthesis and DNA replication and repair while FUTP incorporates into RNA resulting in defective strands. As a result, these metabolites are associated with various unpleasant side effects such as neutropenia, mucositis, diarrhea, and hand–foot syndrome. Like many other neoplastic agents, these side effects limit the doses of 5-FU that can be administered, which also affects the efficacy for treatment. By pre-administering with uridine (as the prodrug uridine triacetate), higher doses of 5-FU can be given allowing for improved efficacy and a reduction in toxic side effects [A18578]. It can also be used as a rescue therapy if severe side effects present within 96 hours after initiation of therapy.     Uridine triacetate is also used for the treatment of hereditary orotic aciduria, also known as uridine monophosphate synthase deficiency. This rare congenital autosomal recessive disorder of pyrimidine metabolism is caused by a defect in uridine monophosphate synthase (UMPS), a bifunctional enzyme that catalyzes the final two steps of the de novo pyrimidine biosynthetic pathway. As a result of UMPS deficiency, patients experience a  systemic deficiency of pyrimidine nucleotides, accounting for most symptoms of the disease. Additionally, orotic acid from the de novo pyrimidine pathway that cannot be converted to UMP is excreted in the urine, accounting for the common name of the disorder, orotic aciduria. Furthermore, orotic acid crystals in the urine can cause episodes of obstructive uropathy. When administered as the prodrug uridine triacetate, uridine can be used by essentially all cells to make uridine nucleotides, which compensates for the genetic deficiency in synthesis in patients with hereditary orotic aciduria. When intracellular uridine nucleotides are restored into the normal range, overproduction of orotic acid is reduced by feedback inhibition, so that urinary excretion of orotic acid is also reduced.
CHEBI:135923	migalastat	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Fabry disease is a rare, progressive genetic disorder characterized by a defective GLA gene that causes a deficiency in the enzyme alpha-Galactosidase A (alpha-Gal A) [FDA Label, F1107, L4274, L4263]. This enzyme is responsible for breaking down glycosphingolipid substrate that, when deficient in patients with Fabry disease, builds up in the blood vessels, the kidneys, the nerves, the heart, and other organs [FDA Label, F1107, L4274, L4278]. In the U.S., it is estimated that more than 3,000 people are living with Fabry disease, and an estimated more than 50 percent of these diagnosed patients are currently untreated [L4274].    Migalastat (approved and sold under Amicus Therapeutics' brand name Galafold) is subsequently an oral pharmacological chaperone of alpha-Gal A for the treatment of Fabry disease in adults who have amenable GLA variants [FDA Label, F1107, L4274, L4278]. In these patients, migalastat works by stabilizing the body’s own dysfunctional alpha-Gal A enzyme so that it can clear the accumulation of glycosphingolipid disease substrate [FDA Label, F1107, L4274, L4278]. Globally, it is estimated that approximately 35 to 50 percent of Fabry patients may have amenable GLA variants that are treatable with migalastat [L4274].    Given the rarity of Fabry disease and the proportion of Fabry disease patients that could benefit from migalastat therapy, Amicus Therapeutics' brand name Galafold was approved using the Accelerated Approval pathway, under which the FDA may approve drugs for serious conditions where there is an unmet medical need and where a drug is shown to have certain effects that are reasonably likely to predict a clinical benefit to patients [FDA Label, F1107, L4274, L4278]. A further study is required to verify and describe the clinical benefits of Galafold, and the sponsor will be conducting a confirmatory clinical trial of Galafold in adults with Fabry disease [FDA Label, F1107, L4274, L4278].    Additionally, Galafold was alzo granted Priority Review designation, under which the FDA’s goal is to take action on an application within six months of application filing where the agency determines that the drug, if approved, would provide a significant improvement in treating, diagnosing or preventing a serious condition over available therapies [FDA Label, F1107]. Galafold also received Orphan Drug designation, which provides incentives to assist and encourage the development of drugs for rare diseases [FDA Label, F1107].    As of August 2018, migalastat under Amicus Therapeutics' brand name Galafold is currently approved in Australia, Canada, European Union, Israel, Japan, South Korea, Switzerland, and the United States.
CHEBI:177736	Telotristat	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Telotristat ethyl is a prodrug of telotristat that was approved by the FDA in March 2017 as Xermelo.[L43342] It was previously referred to as telotristat etiprate, the hippurate salt form; however, the FDA recommends the use of the name of the neutral form rather than that of the salt.[A252937, A252942] Currently, telotristat ethyl is used to treat carcinoid syndrome diarrhea from neuroendocrine tumors that are inadequately controlled by short-acting somatostatin analog (SSA) treatment.[L43342]     Neuroendocrine cells are cells that secrete regulatory peptides and biogenic amines in response to chemical, neural, or other types of stimuli.[A252947] Neuroendocrine tumors (NET) arising from these cells can therefore secrete chemical mediators into the bloodstream to cause side effects in distant sites, a phenomenon called carcinoid syndrome.[A252947] The most common peptides and amines secreted by NET are histamines, tachykinins, kallikrein, and serotonin.[L43367] Overexposure to serotonin can cause severe diarrhea, one of the main clinical symptoms of carcinoid syndrome.[A252937] Serotonin is metabolized in the urinary metabolite 5-hydroxy indole acetic acid (u5-HIAA), and high levels of u5-HIAA is associated with poor survival outcome in patients with NET.[A252937] The first line treatment of carcinoid syndrome diarrhea is SSA, but symptoms still reoccur over the course of the disease.[A252937]
UNII:ROV204583W	GIVOSIRAN	A proprietary enhanced stabilization chemistry (ESC)-stabilized conjugate composed of the liver-targeted ligand N-acetylgalactosamine (GalNAc) conjugated to small-interfering RNAs (siRNAs) directed against the liver-expressed enzyme aminolevulinic acid synthase 1 (delta-aminolevulinate synthase 1; ALAS1; ALAS-1) that can potentially be used in the treatment of acute hepatic porphyrias (AHPs). Upon subcutaneous administration of givosiran, the GalNAc moiety targets and binds with high affinity to asialoglycoprotein receptors (ASGPRs) expressed on hepatocytes. Once inside the cell, the siRNAs bind to and silence ALAS1 mRNA and inhibit both the translation and expression of the ALAS1 protein. This prevents delta-aminolevulinic acid (ALA) formation, decreases 5-ALA levels and prevents the production of porphyrins and hemes, such as porphobilinogen (PBG). AHPs are a group of metabolic disorders caused by deficiencies of specific enzymes that are responsible for hemoglobulin biosynthesis within the liver, which leads to the accumulation of toxic intermediates, such as ALA and PBG. ALAS1, a liver-expressed, rate-limiting enzyme in the heme biosynthesis pathway, is responsible for the formation of ALA from succinyl-CoA and glycine. ESC enables the subcutaneous dosing of givosiran with increased efficacy, durability and a wide therapeutic index as compared to non-ESC GalNAc-siRNA conjugates.; A proprietary enhanced stabilization chemistry (ESC)-stabilized conjugate composed of the liver-targeted ligand N-acetylgalactosamine (GalNAc) conjugated to small-interfering RNAs (siRNAs) directed against the liver-expressed enzyme aminolevulinic acid synthase 1 (delta-aminolevulinate synthase 1; ALAS1; ALAS-1) that can potentially be used in the treatment of acute hepatic porphyrias (AHPs). Upon subcutaneous administration of givosiran, the GalNAc moiety targets and binds with high affinity to asialoglycoprotein receptors (ASGPRs) expressed on hepatocytes. Once inside the cell, the siRNAs bind to and silence ALAS1 mRNA and inhibit both the translation and expression of the ALAS1 protein. This prevents delta-aminolevulinic acid (ALA) formation, decreases 5-ALA levels and prevents the production of porphyrins and hemes, such as porphobilinogen (PBG). AHPs are a group of metabolic disorders caused by deficiencies of specific enzymes that are responsible for hemoglobulin biosynthesis within the liver, which leads to the accumulation of toxic intermediates, such as ALA and PBG. ALAS1, a liver-expressed, rate-limiting enzyme in the heme biosynthesis pathway, is responsible for the formation of ALA from succinyl-CoA and glycine. ESC enables the subcutaneous dosing of givosiran with increased efficacy, durability and a wide therapeutic index as compared to non-ESC GalNAc-siRNA conjugates.; UMLS Semantic Type: STY:T114; UMLS Semantic Type: STY:T121
UNII:2P6O7CFW5K	TRIHEPTANOIN	UMLS Semantic Type: STY:T109; Triheptanoin is a source of heptanoate fatty acids, which can be metabolized without the enzymes of long chain fatty acid oxidation.[L14612] In clinical trials, patients with long chain fatty acid oxidation disorders (lc-FAODs) treated with triheptanoin are less likely to develop hypoglycemia, cardiomyopathy, rhabdomyolysis, and hepatomegaly.[A214812,A214817] Complications in lc-FAOD patients are reduced from approximately 60% to approximately 10% with the addition of triheptanoin.[A214817]    Triheptanoin was granted FDA approval on 30 June 2020.[L14612]
UNII:RZT8C352O1	LUMASIRAN	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Lumasiran is a small interfering RNA used in the treatment of primary hyperoxaluria type 1 (PH1).[L23554] This condition, caused by a deficiency in the enzyme alanine-glyoxylate aminotransferase, leads to an accumulation of oxalate, causing calcium crystal formation.[L23554] These patients experience frequent kidney stones, nephrocalcinosis, and renal failure.[L23554]    Oxlumo, producted by Alnylam Pharmaceuticals, represents the first approved treatment for PH1.[L23394] Prior to this approval, therapy consisted of symptomatic treatment such as hyperhydration, inhibitors of crystallization, [pyridoxine], and renal transplant.[L23554]    Lumasiran was granted FDA approval on 23 November 2020.[L23394]
CHEBI:60210	precursor Z hydrate	Cyclic pyranopterin monophosphate, also known as CPMP or precursor Z, hydrated, belongs to the class of organic compounds known as pyranopterins and derivatives. These are pterin derivatives in which a pyran ring is fused either to the pyrimidine ring or the pyrazine ring of the pterin moiety. Cyclic pyranopterin monophosphate is slightly soluble (in water) and an extremely strong acidic compound (based on its pKa). Cyclic pyranopterin monophosphate exists in all living organisms, ranging from bacteria to humans. Cyclic pyranopterin monophosphate participates in a number of enzymatic reactions. In particular, Cyclic pyranopterin monophosphate can be biosynthesized from guanosine triphosphate; which is mediated by the enzyme molybdopterin biosynthesis protein a. In addition, Cyclic pyranopterin monophosphate can be converted into molybdopterin through its interaction with the enzyme molybdopterin synthase. Outside of the human body, cyclic pyranopterin monophosphate can be found in a number of food items such as jew's ear, pepper (c. baccatum), mexican groundcherry, and black cabbage. This makes cyclic pyranopterin monophosphate a potential biomarker for the consumption of these food products. Cyclic pyranopterin monophosphate is part of the Cofactor biosynthesis, Folate biosynthesis, and Sulfur relay system pathways. It is a substrate for: Molybdopterin synthase catalytic subunit.
CHEBI:47097	lonafarnib	"A synthetic tricyclic derivative of carboxamide with antineoplastic properties. Lonarfanib binds to and inhibits farnesyl transferase, an enzyme involved in the post-translational modification and activation of Ras proteins. Ras proteins participate in numerous signalling pathways (proliferation, cytoskeletal organization), and play an important role in oncogenesis. Mutated ras proteins have been found in a wide range of human cancers. (NCI04); A synthetic tricyclic derivative of carboxamide with antineoplastic properties. Lonarfanib binds to and inhibits farnesyl transferase, an enzyme involved in the post-translational modification and activation of Ras proteins. Ras proteins participate in numerous signalling pathways (proliferation, cytoskeletal organization), and play an important role in oncogenesis. Mutated ras proteins have been found in a wide range of human cancers. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C1829"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C1829"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
ATC:A16AX30	sodium benzoate and sodium phenylacetate	UMLS Semantic Type: STY:T121
UMLS:C3654015	BLOOD AND BLOOD FORMING ORGAN DRUGS	UMLS Semantic Type: STY:T121
UMLS:C1704311	Antithrombotic Agents	UMLS Semantic Type: STY:T121
UMLS:C3653316	Vitamin K antagonists	Any agent that inhibits the function of vitamin K, with anticoagulant activity.; UMLS Semantic Type: STY:T121
CHEBI:4513	dicoumarol	An oral anticoagulant that interferes with the metabolism of vitamin K. It is also used in biochemical experiments as an inhibitor of reductases.; A hydroxycoumarin originally isolated from molding sweet-clover hay, with anticoagulant and vitamin K depletion activities. Dicumarol is a competitive inhibitor of vitamin K epoxide reductase; thus, it inhibits vitamin K recycling and causes depletion of active vitamin K in blood. This prevents the formation of the active form of prothrombin and several other coagulant enzymes, and inhibits blood clotting.; UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121
CHEBI:8066	phenindione	Phenindione is only found in individuals that have used or taken this drug. It is an indandione that has been used as an anticoagulant. Phenindione has actions similar to warfarin, but it is now rarely employed because of its higher incidence of severe adverse effects. (From Martindale, The Extra Pharmacopoeia, 30th ed, p234)Phenindione inhibits vitamin K reductase, resulting in depletion of the reduced form of vitamin K (vitamin KH2). As vitamin K is a cofactor for the carboxylation of glutamate residues on the N-terminal regions of vitamin K-dependent proteins, this limits the gamma-carboxylation and subsequent activation of the vitamin K-dependent coagulant proteins. The synthesis of vitamin K-dependent coagulation factors II, VII, IX, and X and anticoagulant proteins C and S is inhibited. Depression of three of the four vitamin K-dependent coagulation factors (factors II, VII, and X) results in decreased prothrombin levels and a decrease in the amount of thrombin generated and bound to fibrin. This reduces the thrombogenicity of clots.
CHEBI:10033	warfarin	a blood thinner; An anticoagulant that acts by inhibiting the synthesis of vitamin K-dependent coagulation factors. Warfarin is indicated for the prophylaxis and/or treatment of venous thrombosis and its extension, pulmonary embolism, and atrial fibrillation with embolization. It is also used as an adjunct in the prophylaxis of systemic embolism after myocardial infarction. Warfarin is also used as a rodenticide.; A synthetic anticoagulant. Warfarin inhibits the regeneration of vitamin K1 epoxide and so the synthesis of vitamin K dependent clotting factors, which include Factors II, VII, IX and X, and the anticoagulant proteins C and S. This inhibition results in a sequential depression of Factors VII, IX, X and II activities. Vitamin K is an essential cofactor for the post ribosomal synthesis of the vitamin K dependent clotting factors. The vitamin promotes the biosynthesis of gamma-carboxyglutamic acid residues in these proteins which are essential for biological activity.; UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T131
CHEBI:50438	phenprocoumon	"Coumarin derivative that acts as a long acting oral anticoagulant.; An orally available, long-acting derivative of coumarin with anticoagulant activity. Upon administration, phenprocoumon inhibits the vitamin K epoxide reductase enzyme; inhibition of this enzyme prevents the formation of the reduced, active form of vitamin K (vitamin KH2), which is essential for the carboxylation of glutamate residues of vitamin K-dependent proteins. This prevents the activation of vitamin K-dependent coagulation factors II, VII, IX, and X and the anticoagulant proteins C and S, which abrogates both thrombin production and thrombus formation.; An orally available, long-acting derivative of coumarin with anticoagulant activity. Upon administration, phenprocoumon inhibits the vitamin K epoxide reductase enzyme; inhibition of this enzyme prevents the formation of the reduced, active form of vitamin K (vitamin KH2), which is essential for the carboxylation of glutamate residues of vitamin K-dependent proteins. This prevents the activation of vitamin K-dependent coagulation factors II, VII, IX, and X and the anticoagulant proteins C and S, which abrogates both thrombin production and thrombus formation. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C66374"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C66374"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
CHEBI:53766	acenocoumarol	"A coumarin that is used as an anticoagulant. Its actions and uses are similar to those of WARFARIN. (From Martindale, The Extra Pharmacopoeia, 30th ed, p233); A 4-hydroxycoumarin derivative with anticoagulant activity. As a vitamin K antagonist, acenocoumarol inhibits vitamin K epoxide reductase, thereby inhibiting the reduction of vitamin K and the availability of vitamin KH2. This prevents gamma carboxylation of glutamic acid residues near the N-terminals of the vitamin K-dependent clotting factors, including factor II, VII, IX, and X and anticoagulant proteins C and S. This prevents their activity and thus thrombin formation. Compared to other coumarin derivatives, acenocoumarol has a short half-life.; A 4-hydroxycoumarin derivative with anticoagulant activity. As a vitamin K antagonist, acenocoumarol inhibits vitamin K epoxide reductase, thereby inhibiting the reduction of vitamin K and the availability of vitamin KH2. This prevents gamma carboxylation of glutamic acid residues near the N-terminals of the vitamin K-dependent clotting factors, including factor II, VII, IX, and X and anticoagulant proteins C and S. This prevents their activity and thus thrombin formation. Compared to other coumarin derivatives, acenocoumarol has a short half-life. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C75152"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C75152"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
CHEBI:135659	ethyl biscoumacetate	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Ethyl biscoumacetate is a courmarin that is used as an anticoagulant. It has actions similar to those of Warfarin. (From Martindale, The Extra Pharmacopoeia, 30th ed, p226)
CHEBI:135057	clorindione	Clorindione is a vitamin K antagonist, which may be useful to decrease prothrombin levels in humans.
CHEBI:81896	Diphenadione	DIPHENADIONE; FULL_MW:340.38; MAX_FDA_APPROVAL_PHASE: -1.0
CHEBI:135730	tioclomarol	TIOCLOMAROL; FULL_MW:447.34; MAX_FDA_APPROVAL_PHASE: -1.0
CHEBI:134975	fluindione	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Fluindione is under investigation for the treatment of Venous Thrombosis, Pulmonary Embolism, Permanent Atrial Fibrillation, and Anticoagulating Treatment on a Duration at Least 12-month-old Superior. Fluindione has been investigated for the treatment of Blood Coagulation Disorders.
UMLS:C3654016	Heparin group antithrombotic drugs	UMLS Semantic Type: STY:T121
CHEBI:28304	heparin	"Sodium heparin salt; UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Sodium heparin salt; The sodium salt form of heparin. As a glycosaminoglycan anticoagulant, heparin sodium binds to antithrombin III to form a heparin-antithrombin III complex. The complex binds to and irreversibly inactivates thrombin and other activated clotting factors IX, X, XI, and XII and prevents the transformation of fibrinogen to fibrin. (NCI); The sodium salt form of heparin. As a glycosaminoglycan anticoagulant, heparin sodium binds to antithrombin III to form a heparin-antithrombin III complex. The complex binds to and irreversibly inactivates thrombin and other activated clotting factors IX, X, XI, and XII and prevents the transformation of fibrinogen to fibrin. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C833"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C833"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
ATC:B01AB02	antithrombin III	A plasma alpha 2 glycoprotein that accounts for the major antithrombin activity of normal plasma and also inhibits several other enzymes. It is a member of the serpin superfamily.; UMLS Semantic Type: STY:T116; UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T123
UNII:PUE0TO3XDR	BEMIPARIN	"The sodium salt of bemiparin, a second generation, synthetic, low-molecular-weight heparin (LMWH) with anticoagulant activity. Derived, after depolymerisation and fractionation, from medical-grade porcine unfractionated heparin (UFH), bemiparin has an average molecular weight of 3,600 daltons and has a higher anti-factor Xa/anti-factor IIa ratio (8:1) than first-generation LMWHs. This anticoagulant binds to antithrombin III, thereby enhancing the inactivation of activated factor X (Factor Xa) and, to a lesser extent, activated factor II (Factor IIa). Compared to unfractionated heparins, the use of bemiparin is associated with lower incidences of major bleeding, osteoporosis, and heparin-induced thrombocytopenia. Bemiparin also promotes a greater release of tissue factor pathway inhibitor than UFH or dalteparin.; The sodium salt of bemiparin, a second generation, synthetic, low-molecular-weight heparin (LMWH) with anticoagulant activity. Derived, after depolymerisation and fractionation, from medical-grade porcine unfractionated heparin (UFH), bemiparin has an average molecular weight of 3,600 daltons and has a higher anti-factor Xa/anti-factor IIa ratio (8:1) than first-generation LMWHs. This anticoagulant binds to antithrombin III, thereby enhancing the inactivation of activated Factor X (Factor Xa) and, to a lesser extent, activated factor II (Factor IIa). Compared to unfractionated heparins, the use of bemiparin is associated with lower incidences of major bleeding, osteoporosis, and heparin-induced thrombocytopenia. Bemiparin also promotes a greater release of tissue factor pathway inhibitor than UFH or dalteparin. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C53400"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C53400"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
UNII:8NZ41MIK1O	ENOXAPARIN SODIUM	"The sodium salt of enoxaparin, a low molecular weight, synthetic heparin. As an anticoagulant/antithrombotic agent, enoxaprin's mechanism of action is similar to that of heparin, although it exhibits a higher ratio of anti-Factor Xa to anti-Factor IIa activity. This agent also has anti-inflammatory properties, inhibiting monocyte adhesion to tumor necrosis factor alpha- or lipopolysaccharide-activated endothelial cells. Compared to unfractionated heparins, the use of enoxaparin is associated with lower incidences of osteoporosis and heparin-induced thrombocytopenia.; The sodium salt of a low molecular weight, synthetic heparin. As an anticoagulant/antithrombotic agent, enoxaprin's mechanism of action is similar to that of heparin, although it exhibits a higher ratio of anti-Factor Xa to anti-Factor IIa activity. This agent also has anti-inflammatory properties, inhibiting monocyte adhesion to tumor necrosis factor alpha- or lipopolysaccharide-activated endothelial cells. Compared to unfractionated heparins, the use of enoxaparin is associated with lower incidences of osteoporosis and heparin-induced thrombocytopenia. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C75769"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C75769"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
